Car Name,Manufacturer,Launch Year,Description,Engine Specifications,Other Specifications,User Ratings,NCAP Global Rating
Taylor LLC,BehindChoice15,2006,"Experience the fusion of style and performance with the Taylor LLC from BehindChoice15. This vibrant sports car boasts high-performance engine along with integrated smart connectivity. Its innovative design and reliable engineering, launched in 2006, set a new benchmark in its class.","V8, 178 HP, 1793cc","Convertible, 12 km/l, 208 km/h top speed",1.1,5
FindImagine10,Taylor LLC,2023,"Experience the fusion of style and performance with the FindImagine10 from Taylor LLC. This state-of-the-art convertible boasts advanced safety features along with state-of-the-art infotainment system. Its innovative design and reliable engineering, launched in 2023, set a new benchmark in its class.","V8, 455 HP, 2597cc","SUV, 14 km/l, 228 km/h top speed",1,3
Taylor LLC,LetterFocus71,2007,"LetterFocus71 presents the Taylor LLC, a state-of-the-art masterpiece that redefines modern mobility. With features such as next-generation navigation system and advanced safety features, this hatchback combines efficiency with bold performance. Since its inception in 2007, it has captivated enthusiasts and experts alike.","V8, 400 HP, 1129cc","Coupe, 14 km/l, 137 km/h top speed",4.7,2
Taylor LLC,ShortEast35,2022,"ShortEast35 presents the Taylor LLC, a powerful masterpiece that redefines modern mobility. With features such as unmatched reliability and intuitive user interface, this coupe combines efficiency with bold performance. Since its inception in 2022, it has captivated enthusiasts and experts alike.","Electric, 496 HP, 3977cc","Coupe, 5 km/l, 142 km/h top speed",4.2,3
SingleRecognize78,Taylor LLC,2018,"Taylor LLC presents the SingleRecognize78, a sleek masterpiece that redefines modern mobility. With features such as remarkable fuel efficiency and intuitive user interface, this hatchback combines efficiency with bold performance. Since its inception in 2018, it has captivated enthusiasts and experts alike.","V6, 199 HP, 2068cc","Convertible, 15 km/l, 191 km/h top speed",3.4,1
Taylor LLC,AtSign64,2007,"The Taylor LLC by AtSign64 is a state-of-the-art and efficient minivan. It features remarkable fuel efficiency and high-performance engine that deliver an exhilarating driving experience. Released in 2007, it embodies the future of automotive design.","Electric, 517 HP, 2703cc","Coupe, 15 km/l, 163 km/h top speed",4.1,1
Taylor LLC,EverybodyTogether49,2002,"The Taylor LLC by EverybodyTogether49 is a luxurious and robust sedan. It features integrated smart connectivity and eco-friendly technology that deliver an exhilarating driving experience. Released in 2002, it embodies the future of automotive design.","I4, 552 HP, 2418cc","SUV, 11 km/l, 101 km/h top speed",4.4,4
HoweverDrive74,Taylor LLC,2022,"Experience the fusion of style and performance with the HoweverDrive74 from Taylor LLC. This futuristic roadster boasts eco-friendly technology along with integrated smart connectivity. Its innovative design and reliable engineering, launched in 2022, set a new benchmark in its class.","V6, 439 HP, 3564cc","Hatchback, 5 km/l, 161 km/h top speed",2.3,2
Taylor LLC,ActuallyLate99,2008,"ActuallyLate99 presents the Taylor LLC, a elegant masterpiece that redefines modern mobility. With features such as remarkable fuel efficiency and unmatched reliability, this convertible combines efficiency with bold performance. Since its inception in 2008, it has captivated enthusiasts and experts alike.","V8, 307 HP, 2139cc","Coupe, 15 km/l, 221 km/h top speed",4.4,2
MayFocus87,Taylor LLC,2016,"Experience the fusion of style and performance with the MayFocus87 from Taylor LLC. This innovative limousine boasts unmatched reliability along with integrated smart connectivity. Its innovative design and reliable engineering, launched in 2016, set a new benchmark in its class.","V8, 145 HP, 3483cc","SUV, 9 km/l, 164 km/h top speed",3.1,3
SpecialService31,Taylor LLC,2006,"The SpecialService31 by Taylor LLC is a innovative and powerful sports car. It features intuitive user interface and integrated smart connectivity that deliver an exhilarating driving experience. Released in 2006, it embodies the future of automotive design.","V6, 546 HP, 4447cc","Convertible, 6 km/l, 164 km/h top speed",4.8,1
EightResearch32,Taylor LLC,2006,"Experience the fusion of style and performance with the EightResearch32 from Taylor LLC. This vibrant SUV boasts next-generation navigation system along with eco-friendly technology. Its innovative design and reliable engineering, launched in 2006, set a new benchmark in its class.","Electric, 327 HP, 2495cc","Convertible, 7 km/l, 144 km/h top speed",2.5,4
ChoiceUntil25,Taylor LLC,2006,"The ChoiceUntil25 by Taylor LLC is a agile and efficient coupe. It features next-generation navigation system and eco-friendly technology that deliver an exhilarating driving experience. Released in 2006, it embodies the future of automotive design.","V6, 462 HP, 4720cc","SUV, 15 km/l, 218 km/h top speed",1.9,3
ArticleKid11,Taylor LLC,2010,"Experience the fusion of style and performance with the ArticleKid11 from Taylor LLC. This elegant sedan boasts intuitive user interface along with state-of-the-art infotainment system. Its innovative design and reliable engineering, launched in 2010, set a new benchmark in its class.","Electric, 220 HP, 4544cc","Sedan, 5 km/l, 237 km/h top speed",1,4
MinuteConsumer31,Taylor LLC,2003,"Experience the fusion of style and performance with the MinuteConsumer31 from Taylor LLC. This luxurious hatchback boasts exceptional handling along with integrated smart connectivity. Its innovative design and reliable engineering, launched in 2003, set a new benchmark in its class.","I6, 556 HP, 4324cc","SUV, 10 km/l, 154 km/h top speed",3,5
Taylor LLC,LightManage55,2010,"LightManage55 presents the Taylor LLC, a sleek masterpiece that redefines modern mobility. With features such as state-of-the-art infotainment system and unmatched reliability, this convertible combines efficiency with bold performance. Since its inception in 2010, it has captivated enthusiasts and experts alike.","Electric, 358 HP, 3930cc","Sedan, 8 km/l, 212 km/h top speed",2.6,4
Taylor LLC,LevelGeneration43,2014,"Experience the fusion of style and performance with the Taylor LLC from LevelGeneration43. This cutting-edge coupe boasts intuitive user interface along with intuitive user interface. Its innovative design and reliable engineering, launched in 2014, set a new benchmark in its class.","Electric, 358 HP, 1438cc","Coupe, 12 km/l, 156 km/h top speed",2.7,1
PerformanceDeep39,Taylor LLC,2019,"Taylor LLC presents the PerformanceDeep39, a luxurious masterpiece that redefines modern mobility. With features such as exceptional handling and intuitive user interface, this sports car combines efficiency with bold performance. Since its inception in 2019, it has captivated enthusiasts and experts alike.","V6, 523 HP, 4726cc","SUV, 5 km/l, 190 km/h top speed",4.6,5
Taylor LLC,SufferCold32,2023,"Experience the fusion of style and performance with the Taylor LLC from SufferCold32. This cutting-edge roadster boasts eco-friendly technology along with advanced safety features. Its innovative design and reliable engineering, launched in 2023, set a new benchmark in its class.","I4, 588 HP, 4510cc","SUV, 9 km/l, 127 km/h top speed",1.6,4
"Owen, Serrano and Young",CompareSpeech99,2015,"CompareSpeech99 presents the Owen, Serrano and Young, a sleek masterpiece that redefines modern mobility. With features such as unmatched reliability and next-generation navigation system, this sports car combines efficiency with bold performance. Since its inception in 2015, it has captivated enthusiasts and experts alike.","V8, 559 HP, 3884cc","Sedan, 15 km/l, 217 km/h top speed",3.4,5
"Owen, Serrano and Young",GroupProduction22,2011,"GroupProduction22 presents the Owen, Serrano and Young, a innovative masterpiece that redefines modern mobility. With features such as next-generation navigation system and eco-friendly technology, this hatchback combines efficiency with bold performance. Since its inception in 2011, it has captivated enthusiasts and experts alike.","Electric, 323 HP, 3395cc","Hatchback, 9 km/l, 228 km/h top speed",3.9,4
OutsideThough74,"Owen, Serrano and Young",1998,"Owen, Serrano and Young presents the OutsideThough74, a dynamic masterpiece that redefines modern mobility. With features such as next-generation navigation system and unmatched reliability, this convertible combines efficiency with bold performance. Since its inception in 1998, it has captivated enthusiasts and experts alike.","V8, 350 HP, 1212cc","Hatchback, 12 km/l, 230 km/h top speed",1.1,4
"Owen, Serrano and Young",MeetBoard25,2004,"The Owen, Serrano and Young by MeetBoard25 is a robust and agile SUV. It features eco-friendly technology and next-generation navigation system that deliver an exhilarating driving experience. Released in 2004, it embodies the future of automotive design.","I4, 410 HP, 2401cc","Hatchback, 13 km/l, 211 km/h top speed",2.4,3
"Owen, Serrano and Young",TrialCouple91,2014,"TrialCouple91 presents the Owen, Serrano and Young, a futuristic masterpiece that redefines modern mobility. With features such as exceptional handling and remarkable fuel efficiency, this sedan combines efficiency with bold performance. Since its inception in 2014, it has captivated enthusiasts and experts alike.","V6, 581 HP, 4807cc","Sedan, 11 km/l, 218 km/h top speed",1.1,1
"Owen, Serrano and Young",MyFuture36,2021,"Experience the fusion of style and performance with the Owen, Serrano and Young from MyFuture36. This elegant sedan boasts integrated smart connectivity along with integrated smart connectivity. Its innovative design and reliable engineering, launched in 2021, set a new benchmark in its class.","Electric, 321 HP, 4057cc","SUV, 13 km/l, 237 km/h top speed",1.6,4
"Owen, Serrano and Young",SpendAction98,2002,"SpendAction98 presents the Owen, Serrano and Young, a elegant masterpiece that redefines modern mobility. With features such as high-performance engine and exceptional handling, this convertible combines efficiency with bold performance. Since its inception in 2002, it has captivated enthusiasts and experts alike.","V6, 293 HP, 1983cc","Coupe, 10 km/l, 124 km/h top speed",2.8,3
"Owen, Serrano and Young",SomethingWhy28,2003,"Experience the fusion of style and performance with the Owen, Serrano and Young from SomethingWhy28. This vibrant roadster boasts remarkable fuel efficiency along with eco-friendly technology. Its innovative design and reliable engineering, launched in 2003, set a new benchmark in its class.","V8, 468 HP, 3633cc","Hatchback, 13 km/l, 243 km/h top speed",2.4,5
TruthSend66,"Owen, Serrano and Young",2014,"The TruthSend66 by Owen, Serrano and Young is a sleek and state-of-the-art SUV. It features eco-friendly technology and advanced safety features that deliver an exhilarating driving experience. Released in 2014, it embodies the future of automotive design.","I4, 451 HP, 2273cc","SUV, 12 km/l, 168 km/h top speed",2.3,1
CanMaintain80,"Owen, Serrano and Young",2014,"Experience the fusion of style and performance with the CanMaintain80 from Owen, Serrano and Young. This cutting-edge SUV boasts integrated smart connectivity along with integrated smart connectivity. Its innovative design and reliable engineering, launched in 2014, set a new benchmark in its class.","V6, 428 HP, 2728cc","Convertible, 8 km/l, 138 km/h top speed",1.6,5
"Owen, Serrano and Young",BeWay60,1995,"Experience the fusion of style and performance with the Owen, Serrano and Young from BeWay60. This robust limousine boasts unmatched reliability along with high-performance engine. Its innovative design and reliable engineering, launched in 1995, set a new benchmark in its class.","I6, 481 HP, 1393cc","Sedan, 8 km/l, 220 km/h top speed",3.4,2
